cyp2c19,cyp2d6,cyp3a4,cyp1a2,cyp2c9,CID,SID
1.0,0.0,,0.0,,3197528.0,17409247.0
1.0,,,1.0,1.0,2066641.0,17409248.0
1.0,0.0,,1.0,1.0,5286915.0,17409250.0
1.0,0.0,,1.0,,3458086.0,17409257.0
,0.0,0.0,,1.0,135479630.0,17409262.0
1.0,0.0,1.0,,1.0,1440307.0,17409267.0
1.0,,1.0,0.0,1.0,3202425.0,17409268.0
0.0,0.0,1.0,0.0,,2856620.0,17409271.0
1.0,0.0,,,1.0,1104014.0,17409273.0
,0.0,,0.0,1.0,373201.0,17409274.0
1.0,1.0,1.0,1.0,1.0,1075628.0,17409280.0
1.0,0.0,,0.0,,11958780.0,17409283.0
1.0,,1.0,,1.0,3216368.0,17409291.0
,0.0,1.0,0.0,0.0,3215782.0,17409294.0
0.0,0.0,0.0,0.0,,1082581.0,17409295.0
1.0,0.0,0.0,,,630757.0,17409299.0
,0.0,,,0.0,1725525.0,17409301.0
,0.0,0.0,0.0,,135511006.0,17409303.0
1.0,,,1.0,,837229.0,17409306.0
1.0,,0.0,1.0,1.0,2834477.0,17409308.0
0.0,0.0,0.0,0.0,0.0,807394.0,17409315.0
1.0,0.0,1.0,,,9595087.0,17409316.0
,,0.0,0.0,0.0,1448244.0,17409318.0
,0.0,,0.0,0.0,839627.0,17409319.0
,0.0,1.0,0.0,0.0,3215617.0,17409323.0
0.0,,1.0,1.0,0.0,5899500.0,17409327.0
,0.0,0.0,0.0,0.0,1632408.0,17409330.0
,0.0,0.0,0.0,0.0,576735.0,17409331.0
1.0,0.0,0.0,,1.0,1110074.0,17409332.0
1.0,0.0,0.0,1.0,1.0,3574315.0,17409333.0
1.0,,0.0,1.0,,845813.0,17409334.0
1.0,,,,0.0,901026.0,17409335.0
1.0,0.0,1.0,1.0,1.0,1480225.0,17409351.0
1.0,1.0,0.0,,1.0,1486494.0,17409356.0
1.0,,1.0,,,1486498.0,17409365.0
,0.0,0.0,,,5525115.0,17409368.0
1.0,1.0,0.0,,,3782422.0,17409372.0
,0.0,0.0,1.0,,1470962.0,17409373.0
1.0,0.0,,1.0,1.0,1485610.0,17409387.0
1.0,0.0,,1.0,1.0,1479843.0,17409389.0
1.0,1.0,1.0,,,1476513.0,17409390.0
,0.0,0.0,,1.0,1476061.0,17409399.0
1.0,,,1.0,0.0,4265899.0,17409403.0
1.0,0.0,0.0,,,9607485.0,17409415.0
1.0,0.0,1.0,,1.0,11958786.0,17409421.0
0.0,0.0,,0.0,0.0,1473036.0,17409424.0
0.0,0.0,0.0,0.0,0.0,1486787.0,17409426.0
1.0,0.0,0.0,,,1484237.0,17409435.0
1.0,,0.0,1.0,1.0,1487353.0,17409437.0
1.0,0.0,1.0,,,5169124.0,17409447.0
,0.0,,1.0,0.0,3698321.0,17409448.0
,0.0,0.0,,,1486786.0,17409449.0
1.0,0.0,0.0,1.0,,1479834.0,17409453.0
1.0,,0.0,1.0,,1481095.0,17409454.0
0.0,0.0,,0.0,0.0,3813794.0,17409459.0
1.0,0.0,,0.0,,1478130.0,17409465.0
,0.0,0.0,,,2768255.0,17409486.0
0.0,0.0,,1.0,,1480923.0,17409512.0
,0.0,0.0,1.0,0.0,3849951.0,17409513.0
1.0,0.0,,0.0,0.0,1490710.0,17409518.0
1.0,0.0,0.0,,,2767673.0,17409519.0
1.0,,0.0,,0.0,5823053.0,17409525.0
,0.0,,,0.0,1480702.0,17409527.0
1.0,,1.0,1.0,,1480761.0,17409531.0
1.0,,0.0,1.0,0.0,1490179.0,17409547.0
1.0,,1.0,0.0,1.0,1476586.0,17409555.0
1.0,0.0,0.0,1.0,,1482619.0,17409578.0
0.0,0.0,0.0,,,3719369.0,17409584.0
,0.0,0.0,,0.0,1474692.0,17409598.0
1.0,0.0,,,1.0,1474992.0,17409600.0
,0.0,0.0,0.0,0.0,2776131.0,17409602.0
1.0,0.0,0.0,1.0,0.0,5916970.0,17409604.0
1.0,0.0,0.0,1.0,,1479579.0,17409607.0
,0.0,0.0,0.0,,1487796.0,17409618.0
,0.0,0.0,,0.0,1926999.0,17409628.0
1.0,,0.0,1.0,1.0,1481102.0,17409629.0
,,0.0,,0.0,9619308.0,17409630.0
,,0.0,,0.0,6280709.0,17409641.0
,0.0,0.0,0.0,,9662524.0,17409643.0
1.0,0.0,,1.0,0.0,1481929.0,17409647.0
,0.0,1.0,1.0,,1478099.0,17409648.0
1.0,0.0,0.0,,1.0,1474259.0,17409661.0
1.0,,,,,1490177.0,17409662.0
1.0,0.0,0.0,1.0,,1490175.0,17409672.0
1.0,0.0,0.0,,,1484761.0,17409676.0
1.0,0.0,,,1.0,1474985.0,17409680.0
0.0,0.0,,0.0,0.0,3780801.0,17409682.0
0.0,0.0,0.0,1.0,0.0,1490186.0,17409684.0
,0.0,1.0,0.0,,5204872.0,17409689.0
1.0,,,1.0,1.0,9581649.0,17409692.0
1.0,0.0,0.0,,0.0,3609290.0,17409696.0
1.0,1.0,1.0,1.0,1.0,1473679.0,17409707.0
,0.0,0.0,0.0,0.0,4309781.0,17409709.0
0.0,0.0,0.0,0.0,,1489039.0,17409710.0
,0.0,,,1.0,3841604.0,17409711.0
0.0,0.0,0.0,0.0,0.0,3613356.0,17409712.0
,0.0,,0.0,0.0,3837107.0,17409713.0
1.0,0.0,1.0,1.0,1.0,2766821.0,17409715.0
1.0,,0.0,1.0,,5939214.0,17409719.0
1.0,0.0,,,,2767890.0,17409722.0
1.0,1.0,,1.0,1.0,1477534.0,17409730.0
,0.0,,1.0,,1481273.0,17409732.0
1.0,0.0,0.0,,0.0,4318242.0,17409734.0
,0.0,0.0,,0.0,2766683.0,17409741.0
1.0,1.0,1.0,1.0,1.0,3385214.0,17409746.0
0.0,0.0,0.0,0.0,0.0,1481693.0,17409753.0
1.0,0.0,1.0,1.0,0.0,1474527.0,17409754.0
,0.0,,,0.0,1483714.0,17409755.0
1.0,0.0,0.0,0.0,1.0,1486944.0,17409758.0
1.0,0.0,,1.0,1.0,1488235.0,17409761.0
1.0,0.0,,,0.0,11958791.0,17409764.0
,0.0,0.0,0.0,0.0,5194708.0,17409765.0
,0.0,,0.0,0.0,1478214.0,17409766.0
1.0,,,1.0,1.0,2766428.0,17409773.0
1.0,0.0,1.0,,,4358481.0,17409778.0
1.0,0.0,,1.0,,1478380.0,17409779.0
1.0,0.0,0.0,,0.0,3840272.0,17409785.0
1.0,1.0,1.0,,,1482682.0,17409786.0
1.0,,1.0,1.0,1.0,1477494.0,17409787.0
1.0,,1.0,,1.0,2765953.0,17409788.0
1.0,,1.0,1.0,,1484969.0,17409790.0
,,,,,9657184.0,17409793.0
,0.0,,0.0,1.0,1477570.0,17409804.0
1.0,,,,0.0,11958792.0,17409807.0
,0.0,0.0,1.0,1.0,1475833.0,17409809.0
,,1.0,1.0,,2726190.0,17409810.0
1.0,1.0,0.0,1.0,,1482465.0,17409821.0
,0.0,0.0,1.0,,5854588.0,17409825.0
,,,,,3727893.0,17409827.0
,0.0,0.0,1.0,1.0,6404513.0,17409832.0
1.0,0.0,0.0,,1.0,5904585.0,17409836.0
,,0.0,1.0,,4359989.0,17409838.0
1.0,0.0,0.0,,0.0,91735.0,17409839.0
1.0,0.0,1.0,0.0,1.0,1489332.0,17409841.0
,1.0,,1.0,0.0,3714053.0,17409843.0
1.0,0.0,1.0,,,2766157.0,17409848.0
,0.0,,1.0,,2763478.0,17409849.0
1.0,0.0,0.0,1.0,,5214371.0,17409853.0
,,0.0,0.0,0.0,291267.0,17409855.0
0.0,0.0,,,0.0,1490161.0,17409856.0
0.0,0.0,0.0,0.0,,5260586.0,17409857.0
1.0,0.0,,1.0,0.0,3778136.0,17409863.0
,,0.0,1.0,,4298774.0,17409867.0
,0.0,1.0,1.0,,2737848.0,17409868.0
,0.0,0.0,1.0,,1473605.0,17409873.0
1.0,0.0,,1.0,1.0,135452225.0,17409879.0
,0.0,0.0,1.0,,9581611.0,17409884.0
0.0,0.0,,1.0,,2764477.0,17409885.0
0.0,,0.0,,0.0,1484288.0,17409892.0
1.0,0.0,,1.0,1.0,3784685.0,17409894.0
1.0,,,,1.0,11958795.0,17409895.0
1.0,1.0,0.0,1.0,0.0,5909558.0,17409896.0
1.0,,,1.0,,1477616.0,17409897.0
1.0,0.0,0.0,1.0,,11958796.0,17409899.0
0.0,0.0,0.0,0.0,0.0,2765909.0,17409901.0
0.0,0.0,,0.0,0.0,11958797.0,17409902.0
0.0,1.0,0.0,0.0,,2766759.0,17409903.0
0.0,0.0,,0.0,0.0,3730159.0,17409905.0
1.0,1.0,0.0,0.0,,2765160.0,17409906.0
,0.0,,,,1489168.0,17409910.0
,0.0,0.0,,0.0,1473615.0,17409911.0
1.0,0.0,1.0,1.0,1.0,1472618.0,17409914.0
1.0,1.0,0.0,1.0,1.0,1477039.0,17409918.0
1.0,0.0,,,1.0,1484093.0,17409919.0
,0.0,1.0,0.0,0.0,1481300.0,17409920.0
1.0,,,1.0,,11958799.0,17409926.0
1.0,0.0,0.0,1.0,,1472565.0,17409927.0
1.0,,1.0,,1.0,1483512.0,17409931.0
1.0,0.0,1.0,0.0,,1481303.0,17409936.0
1.0,1.0,1.0,1.0,1.0,1477533.0,17409939.0
1.0,,1.0,1.0,1.0,1472628.0,17409940.0
1.0,0.0,1.0,,1.0,9635684.0,17409944.0
1.0,0.0,,,1.0,6053618.0,17409946.0
1.0,,1.0,,,1477606.0,17409947.0
1.0,1.0,1.0,,1.0,1489238.0,17409951.0
1.0,,1.0,1.0,1.0,1472483.0,17409955.0
1.0,0.0,0.0,1.0,1.0,1486096.0,17409961.0
1.0,0.0,0.0,1.0,,2763735.0,17409962.0
1.0,0.0,0.0,1.0,,1475818.0,17409964.0
0.0,0.0,,0.0,,2764700.0,17409966.0
,0.0,,0.0,0.0,4270301.0,17409967.0
1.0,0.0,,1.0,1.0,5930173.0,17409969.0
1.0,1.0,1.0,1.0,1.0,1477535.0,17409970.0
,0.0,0.0,,0.0,5374477.0,17409971.0
1.0,0.0,1.0,1.0,1.0,1472640.0,17409972.0
1.0,,,1.0,,1484951.0,17409976.0
1.0,,0.0,1.0,,1472386.0,17409982.0
,0.0,0.0,1.0,0.0,1476942.0,17409987.0
1.0,,,1.0,,6080298.0,17409992.0
,,,,,2766439.0,17409993.0
1.0,1.0,1.0,,1.0,1485946.0,17409999.0
1.0,,1.0,,1.0,1485940.0,17410001.0
0.0,0.0,0.0,,,1480501.0,17410003.0
,0.0,,1.0,0.0,9559946.0,17410005.0
,0.0,,1.0,0.0,2766468.0,17410006.0
1.0,0.0,1.0,1.0,1.0,4594452.0,17410010.0
,0.0,,,0.0,3729046.0,17410011.0
1.0,0.0,1.0,,1.0,11958801.0,17410012.0
1.0,1.0,1.0,,1.0,1472458.0,17410013.0
,,1.0,0.0,0.0,3645729.0,17410015.0
1.0,0.0,,,0.0,2768168.0,17410020.0
1.0,0.0,0.0,0.0,0.0,5898736.0,17410024.0
1.0,1.0,1.0,1.0,1.0,3758610.0,17410027.0
0.0,0.0,1.0,0.0,0.0,3416608.0,17410028.0
,0.0,1.0,0.0,,3759425.0,17410029.0
,0.0,,1.0,0.0,1483614.0,17410035.0
,,,,0.0,679916.0,17410036.0
0.0,,0.0,1.0,,1473292.0,17410037.0
1.0,0.0,0.0,0.0,,1473621.0,17410039.0
1.0,,,1.0,1.0,1484094.0,17410041.0
1.0,,,,1.0,1255045.0,17410045.0
1.0,,,0.0,0.0,11958804.0,17410050.0
1.0,0.0,0.0,,,11958805.0,17410051.0
,,,0.0,,11958807.0,17410060.0
1.0,,,1.0,1.0,2764741.0,17410061.0
,0.0,,1.0,,1473601.0,17410062.0
,,,1.0,,1473604.0,17410064.0
0.0,0.0,0.0,,0.0,2798577.0,17410065.0
,,0.0,1.0,,11958809.0,17410072.0
1.0,,,1.0,,1482558.0,17410074.0
,0.0,,1.0,,1485902.0,17410077.0
1.0,,,0.0,1.0,3847342.0,17410081.0
1.0,0.0,1.0,1.0,,4671907.0,17410086.0
1.0,1.0,1.0,,1.0,11958811.0,17410087.0
1.0,0.0,1.0,,1.0,11958812.0,17410089.0
,0.0,,,0.0,1479960.0,17410090.0
0.0,0.0,0.0,,,3265032.0,17410095.0
1.0,0.0,1.0,1.0,0.0,1472468.0,17410096.0
1.0,,1.0,1.0,1.0,3767720.0,17410102.0
,,0.0,1.0,,1477555.0,17410103.0
1.0,1.0,1.0,1.0,1.0,3821190.0,17410108.0
,,,,,3725923.0,17410113.0
0.0,,,0.0,0.0,1481466.0,17410114.0
1.0,,,,0.0,1472407.0,17410140.0
,,,1.0,,1489229.0,17410145.0
1.0,0.0,,0.0,1.0,1472636.0,17410149.0
,0.0,0.0,0.0,,1485302.0,17410150.0
0.0,0.0,,0.0,,1485303.0,17410151.0
0.0,0.0,,0.0,0.0,1485307.0,17410152.0
,0.0,0.0,0.0,0.0,4669884.0,17410153.0
,0.0,0.0,0.0,,3789052.0,17410154.0
1.0,0.0,,1.0,0.0,3773687.0,17410156.0
,0.0,,0.0,1.0,3758918.0,17410157.0
,,0.0,,0.0,3780872.0,17410159.0
0.0,,,0.0,,1481471.0,17410167.0
1.0,,1.0,1.0,1.0,3836199.0,17410172.0
,0.0,1.0,,,1481484.0,17410177.0
1.0,,0.0,,1.0,11958817.0,17410178.0
,0.0,,,,11958818.0,17410179.0
1.0,0.0,0.0,1.0,1.0,5171702.0,17410181.0
,0.0,,0.0,,11958822.0,17410184.0
1.0,,,1.0,0.0,1472265.0,17410188.0
0.0,0.0,0.0,0.0,0.0,4298653.0,17410196.0
0.0,0.0,0.0,0.0,,54697709.0,17410197.0
1.0,,,1.0,1.0,4441753.0,17410200.0
,0.0,,1.0,,3737039.0,17410201.0
,0.0,,1.0,0.0,1473648.0,17410203.0
0.0,0.0,,,,1476974.0,17410206.0
0.0,0.0,,1.0,,1477003.0,17410207.0
,0.0,,1.0,0.0,1475804.0,17410216.0
1.0,,0.0,1.0,1.0,1475806.0,17410217.0
,,,1.0,0.0,1475811.0,17410218.0
0.0,0.0,,1.0,,1475812.0,17410219.0
,,,1.0,,3595012.0,17410220.0
,0.0,,0.0,0.0,3709472.0,17410225.0
0.0,0.0,0.0,0.0,,1489246.0,17410228.0
1.0,,,0.0,1.0,1489331.0,17410237.0
1.0,,,1.0,,1481870.0,17410240.0
,0.0,0.0,0.0,0.0,1473107.0,17410242.0
1.0,,0.0,,,3520283.0,17410244.0
1.0,0.0,1.0,,,3762469.0,17410246.0
1.0,0.0,1.0,1.0,,3551310.0,17410247.0
,0.0,,0.0,,3730764.0,17410252.0
0.0,0.0,0.0,0.0,,1486935.0,17410257.0
1.0,0.0,,1.0,,2768724.0,17410258.0
1.0,,0.0,0.0,,1486940.0,17410259.0
1.0,0.0,,,0.0,1482150.0,17410263.0
,0.0,,,,135501733.0,17410265.0
,0.0,0.0,0.0,,3771744.0,17410267.0
1.0,,,,1.0,3758448.0,17410270.0
0.0,0.0,,0.0,,1491550.0,17410272.0
1.0,0.0,1.0,0.0,,3563807.0,17410274.0
,0.0,,0.0,,3700021.0,17410276.0
1.0,1.0,1.0,,1.0,1472461.0,17410278.0
0.0,0.0,0.0,0.0,0.0,3845193.0,17410280.0
0.0,0.0,0.0,0.0,,3767827.0,17410283.0
0.0,0.0,0.0,,,1481855.0,17410286.0
0.0,0.0,0.0,,0.0,3843100.0,17410287.0
0.0,0.0,0.0,,0.0,3519473.0,17410289.0
1.0,0.0,,,,1487676.0,17410291.0
1.0,,1.0,1.0,1.0,1483715.0,17410292.0
,0.0,,1.0,,1483722.0,17410295.0
1.0,0.0,0.0,,,1475905.0,17410296.0
,0.0,,0.0,0.0,3792618.0,17410297.0
1.0,1.0,1.0,1.0,,4268460.0,17410300.0
0.0,0.0,0.0,,,1478785.0,17410301.0
,0.0,,1.0,1.0,1473636.0,17410303.0
,,,1.0,,1473640.0,17410304.0
0.0,0.0,,0.0,,1483197.0,17410309.0
1.0,0.0,1.0,0.0,,1483198.0,17410310.0
,0.0,0.0,,,1473628.0,17410311.0
1.0,0.0,0.0,,,3794421.0,17410314.0
1.0,,,,0.0,1484972.0,17410315.0
1.0,0.0,0.0,1.0,1.0,1481622.0,17410316.0
1.0,0.0,,,,11958824.0,17410319.0
,0.0,,1.0,,2768692.0,17410321.0
,0.0,0.0,0.0,,3279692.0,17410334.0
,0.0,,0.0,0.0,1488634.0,17410336.0
0.0,0.0,,1.0,0.0,1483710.0,17410342.0
1.0,1.0,1.0,1.0,1.0,2726179.0,17410350.0
0.0,0.0,,1.0,,5524935.0,17410352.0
,0.0,0.0,,,4316546.0,17410360.0
0.0,0.0,,1.0,0.0,1475980.0,17410361.0
,0.0,0.0,,,1475987.0,17410363.0
1.0,1.0,1.0,1.0,1.0,1473674.0,17410364.0
1.0,0.0,,1.0,1.0,9659653.0,17410366.0
,0.0,0.0,0.0,,1473694.0,17410368.0
,0.0,,1.0,1.0,1481604.0,17410374.0
1.0,,,1.0,,1481603.0,17410375.0
1.0,0.0,,1.0,,6183794.0,17410376.0
1.0,0.0,,1.0,,9581920.0,17410378.0
,0.0,0.0,,,1483213.0,17410384.0
1.0,0.0,,1.0,1.0,1483219.0,17410385.0
1.0,0.0,0.0,1.0,1.0,1483251.0,17410389.0
,0.0,0.0,0.0,,1486264.0,17410392.0
1.0,0.0,0.0,,,3793688.0,17410393.0
,0.0,0.0,1.0,0.0,5375260.0,17410394.0
1.0,,1.0,1.0,,9658376.0,17410395.0
,0.0,,,1.0,3823502.0,17410399.0
,0.0,,0.0,,3657045.0,17410401.0
1.0,,1.0,,,3365049.0,17410402.0
1.0,0.0,1.0,1.0,1.0,1488323.0,17410405.0
1.0,0.0,,0.0,,1483732.0,17410408.0
1.0,0.0,1.0,1.0,1.0,3365190.0,17410413.0
,0.0,0.0,,0.0,11958830.0,17410418.0
,0.0,,0.0,1.0,3761034.0,17410419.0
1.0,0.0,,0.0,0.0,1488343.0,17410422.0
0.0,,0.0,0.0,,3778037.0,17410429.0
1.0,0.0,,0.0,1.0,3693150.0,17410434.0
1.0,0.0,1.0,0.0,1.0,1488211.0,17410437.0
1.0,0.0,1.0,,,4441219.0,17410448.0
0.0,0.0,0.0,0.0,0.0,1474746.0,17410453.0
,0.0,0.0,0.0,,1484508.0,17410460.0
,0.0,0.0,,1.0,1475543.0,17410479.0
1.0,0.0,0.0,0.0,,3831413.0,17410486.0
1.0,,1.0,,1.0,3178012.0,17410491.0
0.0,,0.0,1.0,0.0,6870930.0,17410497.0
,0.0,1.0,0.0,,5766840.0,17410504.0
1.0,0.0,1.0,,1.0,1442634.0,17410509.0
0.0,0.0,,,,2884944.0,17410513.0
,0.0,0.0,1.0,,135501736.0,17410517.0
,0.0,0.0,1.0,,5761104.0,17410519.0
0.0,0.0,0.0,0.0,,135482566.0,17410520.0
1.0,0.0,,,,1471864.0,17410523.0
,,1.0,,,3168483.0,17410529.0
,0.0,,,,1482584.0,17410538.0
0.0,0.0,0.0,,0.0,1473797.0,17410541.0
1.0,0.0,0.0,0.0,1.0,3165303.0,17410547.0
,0.0,,0.0,0.0,3207470.0,17410548.0
0.0,,0.0,1.0,0.0,11958834.0,17410551.0
,0.0,1.0,1.0,,1374541.0,17410552.0
1.0,0.0,1.0,1.0,1.0,1452521.0,17410563.0
1.0,0.0,1.0,,1.0,1172453.0,17410568.0
,0.0,1.0,,,9594082.0,17410570.0
,0.0,1.0,0.0,,5442636.0,17410572.0
,0.0,,1.0,0.0,2166682.0,17410584.0
1.0,,1.0,1.0,1.0,1169033.0,17410585.0
,,1.0,1.0,,3216679.0,17410593.0
1.0,,,,1.0,3141844.0,17410595.0
1.0,,,,1.0,3721751.0,17410597.0
,0.0,,1.0,,1098592.0,17410598.0
,1.0,1.0,1.0,,5708099.0,17410600.0
1.0,,1.0,,1.0,5740149.0,17410614.0
,0.0,0.0,0.0,0.0,11958836.0,17410615.0
,0.0,1.0,,0.0,3777951.0,17410628.0
1.0,0.0,0.0,,1.0,3811869.0,17410634.0
1.0,0.0,0.0,1.0,,1479969.0,17410639.0
0.0,0.0,1.0,0.0,,1151719.0,17410640.0
0.0,0.0,,1.0,,1485561.0,17410648.0
,0.0,1.0,,,1472014.0,17410651.0
1.0,0.0,1.0,,0.0,3750713.0,17410657.0
1.0,0.0,,0.0,,3220753.0,17410677.0
1.0,0.0,1.0,1.0,,741915.0,17410679.0
1.0,0.0,,1.0,,1474409.0,17410697.0
,,,,0.0,1374312.0,17410714.0
0.0,0.0,1.0,0.0,0.0,3190174.0,17410718.0
,0.0,0.0,0.0,0.0,1453033.0,17410719.0
,0.0,0.0,0.0,,1450089.0,17410721.0
1.0,0.0,1.0,0.0,1.0,3189243.0,17410723.0
1.0,,1.0,,,9595185.0,17410726.0
1.0,0.0,1.0,0.0,,1440319.0,17410729.0
0.0,0.0,0.0,0.0,0.0,9593398.0,17410731.0
,0.0,0.0,,,1475681.0,17410735.0
1.0,0.0,,1.0,1.0,3393240.0,17410747.0
0.0,,0.0,1.0,,1484232.0,17410752.0
,0.0,0.0,0.0,,3150884.0,17410758.0
,0.0,0.0,0.0,0.0,2928921.0,17410760.0
0.0,0.0,0.0,0.0,0.0,777330.0,17410763.0
1.0,0.0,0.0,,1.0,1478505.0,17410767.0
,0.0,,1.0,1.0,1478504.0,17410771.0
0.0,0.0,0.0,0.0,0.0,1082785.0,17410777.0
0.0,0.0,1.0,0.0,,5770206.0,17410781.0
1.0,0.0,0.0,,1.0,1471855.0,17410791.0
,0.0,0.0,0.0,,1487108.0,17410797.0
1.0,0.0,0.0,1.0,1.0,3826552.0,17410813.0
,1.0,,1.0,1.0,9581886.0,17410815.0
1.0,,,1.0,1.0,1471763.0,17410834.0
1.0,1.0,,0.0,0.0,11958841.0,17410835.0
0.0,0.0,,1.0,0.0,1110072.0,17410837.0
1.0,,1.0,1.0,1.0,1475530.0,17410838.0
0.0,0.0,0.0,,,2767872.0,17410839.0
0.0,,0.0,1.0,0.0,5110519.0,17410841.0
0.0,0.0,,1.0,0.0,1133285.0,17410843.0
1.0,0.0,0.0,,0.0,724157.0,17410845.0
1.0,0.0,1.0,1.0,1.0,1472012.0,17410849.0
1.0,0.0,1.0,0.0,,1166641.0,17410863.0
,0.0,0.0,0.0,0.0,90474.0,17410877.0
0.0,0.0,0.0,0.0,0.0,3090966.0,17410878.0
1.0,0.0,1.0,,,1449685.0,17410883.0
1.0,0.0,,,,1113554.0,17410884.0
,0.0,,1.0,,5331702.0,17410885.0
,1.0,0.0,,0.0,2964135.0,17410887.0
1.0,,,0.0,1.0,3207836.0,17410889.0
,0.0,0.0,0.0,0.0,542139.0,17410890.0
,0.0,,,,3168330.0,17410891.0
,0.0,,0.0,0.0,1103489.0,17410893.0
0.0,0.0,0.0,0.0,,1176117.0,17410894.0
1.0,,1.0,1.0,1.0,135501745.0,17410895.0
0.0,,0.0,1.0,,1213087.0,17410899.0
1.0,,,,,1440349.0,17410900.0
0.0,0.0,,1.0,,1072346.0,17410901.0
,,1.0,1.0,,3716917.0,17410903.0
,0.0,0.0,0.0,0.0,5405992.0,17410910.0
,0.0,1.0,0.0,,5443011.0,17410913.0
,1.0,1.0,0.0,,3104475.0,17410914.0
,0.0,0.0,,,9591335.0,17410918.0
0.0,0.0,,,0.0,2861807.0,17410933.0
1.0,0.0,0.0,,0.0,1475683.0,17410936.0
,,0.0,1.0,0.0,3707799.0,17410937.0
1.0,0.0,1.0,1.0,1.0,3132120.0,17410940.0
,0.0,0.0,,1.0,9560016.0,17410948.0
0.0,0.0,1.0,1.0,,3780285.0,17410964.0
1.0,0.0,1.0,1.0,1.0,2906514.0,17410966.0
0.0,0.0,0.0,0.0,,3817476.0,17410970.0
0.0,0.0,0.0,0.0,,3631016.0,17410977.0
1.0,,,1.0,1.0,1476742.0,17410990.0
1.0,,,,1.0,3706569.0,17410991.0
1.0,,,1.0,1.0,3738890.0,17410998.0
,0.0,,0.0,,2766182.0,17410999.0
,0.0,1.0,0.0,1.0,2766148.0,17411002.0
1.0,0.0,,1.0,,3702181.0,17411003.0
,0.0,0.0,0.0,,3753876.0,17411004.0
,0.0,1.0,0.0,,3851053.0,17411005.0
,0.0,,,,1489406.0,17411010.0
1.0,0.0,,0.0,0.0,3767272.0,17411012.0
1.0,,1.0,,1.0,2766655.0,17411022.0
1.0,0.0,0.0,,,2765842.0,17411027.0
,0.0,0.0,1.0,0.0,3726879.0,17411028.0
0.0,0.0,,0.0,0.0,1474049.0,17411029.0
1.0,0.0,,,1.0,1478763.0,17411042.0
1.0,0.0,,0.0,0.0,1489596.0,17411045.0
,0.0,0.0,,,5707079.0,17411046.0
,,,0.0,1.0,3726487.0,17411049.0
0.0,0.0,0.0,,0.0,1480532.0,17411051.0
0.0,0.0,0.0,1.0,0.0,5707072.0,17411058.0
1.0,,1.0,,1.0,1488444.0,17411059.0
,0.0,,0.0,1.0,54685821.0,17411082.0
,0.0,0.0,,,1474089.0,17411084.0
,,0.0,0.0,0.0,1549764.0,17411089.0
1.0,,1.0,0.0,,5188751.0,17411101.0
1.0,0.0,,1.0,,1486875.0,17411102.0
,0.0,,1.0,1.0,1478885.0,17411104.0
,0.0,,1.0,1.0,1478884.0,17411107.0
1.0,0.0,1.0,0.0,,3780284.0,17411108.0
0.0,0.0,1.0,,,2769287.0,17411110.0
,0.0,,,,1479264.0,17411121.0
,0.0,,0.0,0.0,3765329.0,17411122.0
,0.0,0.0,0.0,,6411702.0,17411123.0
0.0,0.0,,,,3832030.0,17411133.0
0.0,0.0,,0.0,0.0,9619293.0,17411141.0
,0.0,0.0,0.0,,9657308.0,17411142.0
0.0,0.0,0.0,0.0,0.0,4309245.0,17411144.0
1.0,,1.0,,,5133883.0,17411147.0
1.0,0.0,1.0,1.0,,3765222.0,17411151.0
1.0,0.0,0.0,1.0,1.0,6415102.0,17411152.0
1.0,,1.0,,1.0,3851062.0,17411160.0
0.0,0.0,,,0.0,3712103.0,17411163.0
0.0,0.0,,0.0,0.0,3787717.0,17411165.0
,0.0,0.0,0.0,0.0,3798415.0,17411170.0
,0.0,,1.0,,2766139.0,17411175.0
1.0,,,1.0,1.0,1481979.0,17411177.0
1.0,1.0,,,,1474442.0,17411179.0
1.0,0.0,,1.0,1.0,1474625.0,17411180.0
1.0,0.0,1.0,0.0,,3794816.0,17411183.0
1.0,0.0,,,,3698352.0,17411184.0
1.0,,,,1.0,2766824.0,17411185.0
1.0,0.0,0.0,0.0,,135501748.0,17411187.0
,,,0.0,,3571227.0,17411188.0
,0.0,0.0,0.0,,3832029.0,17411190.0
1.0,,,1.0,1.0,2766825.0,17411191.0
1.0,0.0,,1.0,0.0,1478293.0,17411192.0
0.0,0.0,0.0,1.0,0.0,3786458.0,17411193.0
1.0,1.0,1.0,0.0,1.0,1483022.0,17411195.0
1.0,,,,1.0,3799510.0,17411199.0
0.0,0.0,0.0,0.0,0.0,1473592.0,17411207.0
1.0,0.0,1.0,1.0,1.0,3382829.0,17411210.0
,0.0,0.0,1.0,,3506302.0,17411219.0
1.0,1.0,1.0,,1.0,1483026.0,17411222.0
1.0,1.0,,1.0,1.0,4594206.0,17411223.0
1.0,0.0,,,,6404569.0,17411224.0
1.0,,,,,3421586.0,17411229.0
0.0,0.0,0.0,,,1478322.0,17411232.0
0.0,0.0,0.0,0.0,0.0,1487856.0,17411233.0
1.0,,,1.0,,1480803.0,17411235.0
,0.0,0.0,0.0,,4351717.0,17411237.0
0.0,0.0,0.0,0.0,0.0,2767041.0,17411238.0
0.0,0.0,0.0,0.0,0.0,4314664.0,17411245.0
1.0,0.0,0.0,1.0,1.0,3799501.0,17411248.0
,0.0,0.0,0.0,1.0,1483047.0,17411249.0
1.0,0.0,0.0,1.0,,2765866.0,17411253.0
